FID,Date,Notes,Zip_76574,Zip_78605,Zip_78610,Zip_78612,Zip_78613,Zip_78615,Zip_78616,Zip_78617,Zip_78620,Zip_78621,Zip_78626,Zip_78628,Zip_78634,Zip_78640,Zip_78641,Zip_78642,Zip_78644,Zip_78645,Zip_78652,Zip_78653,Zip_78654,Zip_78660,Zip_78663,Zip_78664,Zip_78665,Zip_78669,Zip_78681,Zip_78701,Zip_78702,Zip_78703,Zip_78704,Zip_78705,Zip_78712,Zip_78717,Zip_78719,Zip_78721,Zip_78722,Zip_78723,Zip_78724,Zip_78725,Zip_78726,Zip_78727,Zip_78728,Zip_78729,Zip_78730,Zip_78731,Zip_78732,Zip_78733,Zip_78734,Zip_78735,Zip_78736,Zip_78737,Zip_78738,Zip_78739,Zip_78741,Zip_78742,Zip_78744,Zip_78745,Zip_78746,Zip_78747,Zip_78748,Zip_78749,Zip_78750,Zip_78751,Zip_78752,Zip_78753,Zip_78754,Zip_78756,Zip_78757,Zip_78758,Zip_78759
271,2021/03/30 21:59:59+00,,3,0,141,41,149,24,11,2555,21,312,7,4,48,16,168,0,5,562,440,2550,30,7930,1,133,15,379,88,771,1903,997,2857,2020,52,170,217,907,410,1894,2630,1115,621,1265,1432,340,313,988,756,310,972,1087,376,160,1187,605,4006,87,4842,3468,1224,1704,3102,1438,875,682,1355,4166,2075,348,1057,3618,1582
272,2021/03/31 21:59:59+00,,3,0,141,41,149,24,11,2556,23,314,7,4,48,16,169,0,5,563,441,2553,30,7939,1,133,15,379,88,773,1908,999,2863,2026,52,170,217,909,410,1896,2632,1116,623,1267,1436,343,314,990,756,311,974,1089,377,160,1190,605,4009,87,4845,3476,1225,1709,3114,1440,878,684,1357,4173,2078,349,1060,3619,1590
273,2021/04/01 21:59:59+00,,3,0,143,41,150,24,11,2562,22,317,7,4,48,16,169,0,5,564,442,2555,30,7945,1,134,16,381,88,774,1911,1001,2869,2029,55,170,212,912,411,1895,2638,1118,625,1270,1437,341,314,994,757,310,976,1086,377,160,1190,605,4016,87,4850,3485,1230,1710,3116,1440,879,685,1365,4175,2081,351,1053,3622,1593
274,2021/04/02 21:59:59+00,,3,0,144,42,150,24,11,2564,22,318,7,4,48,16,170,0,5,565,442,2554,30,7949,1,134,17,382,88,775,1912,999,2872,2031,56,170,212,913,411,1898,2639,1121,627,1270,1439,342,315,997,758,310,978,1088,381,160,1191,607,4020,87,4851,3488,1232,1716,3117,1442,879,687,1366,4182,2081,352,1054,3627,1600
275,2021/04/03 21:59:59+00,,3,0,144,42,151,24,11,2561,23,315,7,4,48,16,170,0,5,566,443,2556,30,7956,1,134,17,384,88,775,1913,1001,2874,2036,53,170,217,911,412,1902,2643,1121,628,1271,1438,345,315,998,759,311,978,1094,381,160,1192,607,4023,87,4857,3486,1233,1719,3117,1446,880,689,1360,4186,2080,354,1062,3630,1603
276,2021/04/04 21:59:59+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2021/04/05 21:59:59+00,,4,0,145,42,151,24,11,2567,21,319,7,4,48,16,170,0,5,568,445,2561,30,7966,1,134,17,385,88,783,1914,1005,2880,2039,56,170,212,915,413,1906,2648,1122,629,1272,1440,345,316,1002,759,310,980,1091,382,160,1199,609,4026,87,4864,3493,1238,1720,3128,1444,881,691,1370,4193,2083,354,1060,3642,1604
278,2021/04/06 21:59:59+00,,4,0,145,42,152,24,11,2567,22,317,7,4,48,16,170,0,5,569,447,2569,30,7973,1,134,18,386,89,784,1919,1009,2883,2050,53,170,217,916,413,1909,2650,1126,632,1276,1441,345,316,1004,760,311,981,1103,382,160,1207,609,4029,87,4870,3492,1238,1722,3128,1453,881,694,1364,4202,2088,354,1069,3649,1609
279,2021/04/07 21:59:59+00,,4,0,145,42,152,24,11,2569,22,317,7,4,48,16,170,0,5,569,447,2570,30,7981,1,134,18,387,89,786,1921,1016,2891,2067,53,170,217,919,413,1911,2654,1128,633,1283,1444,346,316,1008,761,311,983,1103,382,160,1208,613,4035,87,4875,3497,1239,1724,3134,1454,885,694,1365,4206,2089,354,1070,3647,1611
280,2021/04/08 21:59:59+00,,4,0,145,42,152,24,11,2578,21,321,7,4,49,16,171,0,5,570,447,2571,30,7989,1,134,18,388,90,786,1924,1018,2892,2067,56,170,212,924,413,1913,2659,1129,634,1286,1446,346,316,1011,762,310,983,1101,383,160,1210,613,4041,87,4878,3507,1242,1726,3139,1454,885,695,1378,4209,2093,355,1065,3653,1611
281,2021/04/09 21:59:59+00,,4,0,146,42,152,24,11,2580,21,322,7,4,49,16,171,0,5,572,447,2572,30,7997,1,134,18,389,90,787,1926,1021,2897,2070,56,170,212,923,414,1914,2659,1130,638,1286,1448,344,317,1013,767,310,985,1105,384,160,1210,613,4045,88,4881,3511,1245,1727,3140,1457,886,695,1377,4214,2096,355,1067,3657,1612
282,2021/04/10 21:59:59+00,,4,0,148,42,153,24,11,2581,21,325,7,4,49,16,172,0,5,572,449,2578,30,8016,1,134,18,389,91,789,1927,1026,2898,2077,57,170,212,923,414,1918,2660,1131,641,1289,1451,347,318,1016,769,311,988,1108,384,160,1210,613,4053,88,4885,3517,1248,1730,3146,1463,886,696,1380,4220,2103,355,1075,3661,1615
283,2021/04/11 21:59:59+00,,4,0,148,42,153,24,11,2582,21,325,7,5,49,16,172,0,5,574,453,2581,30,8037,1,134,18,389,91,790,1928,1035,2902,2080,57,171,212,923,415,1919,2665,1134,643,1292,1457,349,319,1022,771,311,991,1113,385,161,1215,617,4064,88,4893,3529,1249,1733,3153,1466,886,696,1383,4223,2106,356,1081,3665,1619
284,2021/04/12 21:59:59+00,,4,0,147,42,153,24,11,2585,22,325,7,5,49,16,171,0,5,575,453,2581,30,8044,1,134,18,389,92,791,1929,1036,2906,2091,57,171,212,923,416,1921,2666,1135,644,1298,1460,349,319,1023,774,311,991,1115,386,161,1215,617,4067,88,4895,3534,1249,1734,3156,1468,888,698,1384,4229,2109,356,1084,3670,1624
285,2021/04/13 21:59:59+00,,4,0,147,42,153,24,11,2584,21,325,7,5,51,16,171,0,5,575,453,2584,30,8053,1,134,18,389,92,791,1933,1037,2913,2095,57,171,212,924,415,1921,2673,1135,644,1299,1461,349,319,1023,775,311,996,1114,386,161,1220,622,4076,88,4900,3541,1249,1737,3158,1469,889,699,1387,4235,2111,356,1087,3675,1629
286,2021/04/14 21:59:59+00,,4,0,147,42,153,24,11,2585,22,328,7,5,51,16,172,0,5,577,454,2589,30,8070,1,134,18,390,92,792,1938,1040,2918,2098,57,171,214,924,416,1924,2676,1135,644,1302,1461,350,319,1033,780,312,996,1116,386,161,1224,623,4079,88,4909,3546,1252,1743,3166,1473,889,699,1390,4240,2115,358,1092,3682,1633
287,2021/04/15 21:59:59+00,,4,0,146,42,154,24,11,2581,23,326,7,5,52,17,171,0,5,577,455,2595,30,8080,1,134,18,390,92,794,1943,1041,2920,2107,54,172,219,922,416,1927,2679,1135,645,1306,1461,350,320,1037,783,315,997,1122,386,161,1226,622,4088,88,4912,3546,1251,1745,3171,1476,890,701,1382,4245,2118,358,1100,3689,1641
288,2021/04/16 21:59:59+00,,4,0,146,42,154,24,11,2587,22,330,7,5,52,18,171,0,5,577,455,2597,30,8090,1,134,18,390,92,795,1947,1042,2923,2106,57,172,214,924,416,1927,2684,1135,645,1309,1462,350,320,1040,784,314,998,1119,387,162,1226,624,4097,88,4917,3550,1254,1746,3176,1474,890,701,1391,4247,2123,359,1092,3696,1645
289,2021/04/17 21:59:59+00,,4,0,146,42,154,24,11,2583,23,327,7,5,52,19,171,0,5,577,456,2601,30,8108,1,134,18,390,92,796,1952,1046,2930,2111,54,172,219,923,420,1931,2686,1136,646,1310,1465,351,321,1042,785,316,998,1125,387,162,1226,629,4108,88,4923,3552,1257,1749,3174,1481,892,703,1386,4254,2126,359,1102,3701,1651
290,2021/04/18 21:59:59+00,,4,0,146,42,154,24,11,2584,23,327,7,5,52,19,171,0,5,579,456,2602,30,8111,1,134,18,390,92,797,1954,1046,2932,2112,54,172,219,923,421,1931,2687,1136,646,1313,1467,351,321,1042,786,316,999,1126,388,162,1228,631,4112,88,4926,3551,1261,1752,3174,1483,892,703,1389,4256,2129,359,1103,3703,1657
291,2021/04/19 21:59:59+00,,4,0,147,42,154,24,11,2591,22,330,7,5,52,19,171,0,5,581,457,2605,30,8124,1,134,18,390,92,798,1955,1047,2935,2111,57,172,215,925,422,1933,2689,1138,647,1320,1469,351,324,1043,790,316,1001,1123,390,162,1229,630,4120,88,4935,3563,1271,1755,3180,1490,892,704,1400,4260,2131,360,1097,3709,1661
292,2021/04/20 21:59:59+00,,4,0,147,42,154,24,11,2594,22,331,7,5,52,19,171,0,5,581,458,2606,30,8130,1,134,18,390,92,802,1959,1047,2938,2120,57,172,215,925,423,1937,2693,1138,647,1323,1470,351,325,1046,790,316,1001,1123,390,162,1232,633,4131,88,4944,3564,1271,1760,3184,1492,895,704,1407,4266,2136,361,1098,3714,1665
293,2021/04/21 21:59:59+00,,4,0,148,42,153,24,11,2594,23,331,7,5,52,19,172,0,5,581,459,2610,30,8139,1,134,18,391,92,802,1963,1048,2944,2122,57,173,215,925,424,1938,2697,1140,649,1326,1472,352,325,1047,792,316,1001,1128,391,163,1232,637,4134,88,4947,3564,1271,1764,3189,1492,895,704,1409,4266,2136,361,1098,3718,1668
294,2021/04/22 21:59:59+00,,4,0,148,42,154,24,11,2588,23,328,7,5,52,18,172,0,5,581,459,2612,30,8144,1,134,18,391,92,802,1964,1048,2949,2124,54,173,220,923,424,1941,2697,1142,650,1329,1473,352,325,1049,792,317,1001,1132,391,163,1232,639,4135,88,4953,3561,1272,1766,3191,1495,895,706,1402,4269,2136,361,1107,3719,1667
295,2021/04/23 21:59:59+00,,4,0,149,42,154,24,11,2596,22,331,7,5,52,18,172,0,5,583,462,2613,30,8151,1,134,18,391,92,804,1970,1048,2951,2122,57,173,215,927,424,1939,2700,1142,650,1329,1475,353,326,1049,792,316,1001,1128,392,163,1232,642,4137,88,4958,3573,1275,1771,3198,1493,896,706,1412,4270,2139,362,1101,3721,1668
296,2021/04/24 21:59:59+00,,4,0,150,43,154,24,11,2596,23,331,7,5,52,18,172,0,5,584,462,2615,30,8159,1,134,18,391,92,805,1970,1049,2953,2123,57,173,215,927,424,1939,2703,1142,650,1329,1477,353,326,1050,792,317,1002,1130,392,163,1234,642,4141,88,4961,3578,1275,1771,3198,1495,896,708,1414,4273,2139,362,1102,3723,1670
297,2021/04/25 21:59:59+00,,4,0,150,43,154,24,12,2593,23,328,7,5,52,18,172,0,5,584,462,2615,30,8167,1,134,18,391,92,805,1971,1049,2960,2129,56,173,220,928,424,1945,2704,1143,651,1331,1479,353,326,1053,793,318,1002,1134,393,163,1234,643,4146,88,4965,3580,1274,1774,3196,1499,896,709,1406,4276,2139,363,1110,3727,1669
298,2021/04/26 21:59:59+00,,4,0,150,43,154,24,12,2596,23,330,7,5,52,18,172,0,5,585,462,2617,30,8178,1,134,18,391,92,808,1976,1050,2966,2129,56,174,220,928,424,1946,2705,1144,653,1334,1480,353,327,1053,794,318,1002,1134,394,163,1237,643,4149,88,4970,3583,1276,1777,3200,1501,897,709,1407,4284,2144,364,1111,3731,1671
299,2021/04/27 21:59:59+00,,4,0,149,43,154,24,12,2603,22,333,7,5,52,18,172,0,5,586,462,2620,30,8191,1,135,18,391,92,810,1977,1053,2978,2129,60,174,215,930,424,1945,2706,1144,655,1339,1493,353,327,1057,801,317,1006,1133,394,163,1242,643,4159,88,4981,3592,1279,1782,3208,1502,899,708,1417,4291,2146,364,1103,3737,1673
300,2021/04/28 21:59:59+00,,4,0,149,43,154,24,12,2605,22,333,7,5,52,18,172,0,5,586,463,2624,30,8204,1,136,18,391,92,811,1980,1054,2983,2130,60,174,216,930,424,1947,2710,1145,656,1342,1495,354,327,1058,801,317,1007,1134,395,163,1243,644,4163,88,4985,3598,1279,1787,3212,1503,899,711,1417,4296,2147,364,1106,3737,1676
301,2021/04/29 21:59:59+00,,4,0,149,43,154,24,12,2608,22,334,7,5,52,18,172,0,5,587,463,2627,30,8211,1,136,18,392,92,813,1982,1054,2991,2130,60,174,216,932,424,1950,2712,1147,657,1348,1499,356,328,1059,804,319,1010,1134,395,164,1245,644,4169,88,4994,3600,1279,1793,3219,1504,900,713,1418,4298,2149,365,1106,3743,1677
302,2020/12/02 21:59:59+00,,0,0,84,25,106,14,5,1204,12,231,2,1,13,14,90,0,3,186,166,1167,8,3298,0,92,9,141,37,400,958,513,1450,1125,20,102,84,459,230,1050,1460,625,253,543,638,192,124,437,272,153,435,453,180,117,415,216,2271,51,2619,1675,559,851,1454,608,407,351,801,2364,991,159,510,1989,717
303,2020/12/03 21:59:59+00,,0,0,84,25,107,14,5,1208,13,232,2,1,13,14,90,0,3,186,166,1177,8,3329,0,92,10,142,38,406,964,514,1458,1129,20,103,84,464,231,1056,1466,626,256,548,646,194,126,437,275,153,437,454,182,119,416,219,2274,51,2631,1683,562,855,1458,617,412,354,804,2372,1001,159,516,2005,718
304,2020/12/04 21:59:59+00,,0,0,84,25,107,14,5,1215,13,232,2,1,14,14,91,0,3,187,169,1184,8,3366,0,92,10,143,38,409,972,517,1472,1140,20,103,84,472,231,1062,1472,631,261,550,650,198,127,441,280,153,438,455,184,119,430,219,2297,51,2648,1692,568,857,1470,623,414,356,812,2385,1009,161,517,2014,724
305,2020/12/05 21:59:59+00,,0,0,87,25,109,18,6,1220,10,229,2,2,14,14,92,0,2,189,165,1188,7,3362,0,88,10,147,49,401,982,510,1473,1143,19,104,82,475,231,1061,1451,606,267,542,624,210,131,445,286,154,439,455,182,119,431,225,2305,50,2621,1699,569,866,1475,619,428,358,816,2395,1019,162,521,2026,739
306,2020/12/06 21:59:59+00,,0,0,84,25,110,14,5,1233,13,232,2,1,14,14,92,0,3,194,178,1210,8,3429,0,92,10,149,39,417,992,529,1491,1154,21,105,85,478,233,1079,1493,640,272,558,656,201,134,448,291,157,445,466,187,119,441,225,2336,52,2675,1711,581,873,1484,635,437,364,818,2405,1030,165,528,2034,746
307,2020/12/07 21:59:59+00,,0,0,84,25,111,14,5,1242,13,234,2,1,14,14,92,0,3,201,179,1223,8,3448,0,93,10,150,40,417,1002,530,1501,1160,21,105,87,486,234,1081,1506,647,275,560,659,201,134,452,291,160,449,467,190,120,443,228,2345,52,2684,1726,589,878,1496,639,445,370,823,2416,1035,170,532,2045,753
308,2020/12/08 21:59:59+00,,0,0,84,25,111,14,5,1252,14,235,2,1,14,14,94,0,3,203,180,1235,9,3476,0,95,10,152,40,423,1012,543,1514,1169,21,105,87,489,235,1090,1517,658,278,567,659,204,136,458,298,163,452,472,192,122,447,230,2355,53,2702,1749,594,883,1516,654,448,375,828,2425,1046,170,541,2052,764
309,2020/12/09 21:59:59+00,,0,0,84,26,111,14,5,1256,14,236,2,1,14,14,96,0,4,205,184,1246,10,3502,0,95,10,154,41,426,1018,548,1519,1178,21,105,87,493,236,1098,1524,663,279,574,661,205,137,461,303,164,455,484,193,123,455,234,2362,53,2710,1755,602,882,1531,659,449,377,830,2435,1052,171,546,2057,771
310,2020/12/10 21:59:59+00,,1,0,84,26,113,14,5,1271,14,237,2,1,14,12,100,0,3,209,188,1261,11,3540,0,96,10,154,43,430,1026,557,1547,1181,21,107,89,497,236,1110,1535,667,284,579,669,208,137,470,307,166,469,491,196,124,468,238,2385,53,2737,1772,611,887,1553,668,453,381,833,2453,1063,174,551,2069,777
311,2020/12/11 21:59:59+00,,1,0,84,26,113,14,5,1279,14,237,2,1,14,12,100,0,3,210,192,1275,12,3591,0,96,11,156,43,435,1037,561,1568,1191,21,107,89,501,237,1117,1547,677,288,589,684,210,138,473,314,166,474,505,196,124,482,241,2400,54,2758,1780,619,890,1567,677,458,385,836,2465,1071,174,555,2083,781
312,2020/12/12 21:59:59+00,,1,0,85,26,114,14,5,1288,14,238,2,1,14,13,101,0,4,214,192,1286,13,3620,0,97,11,156,44,437,1039,565,1580,1192,21,107,91,502,237,1122,1552,679,290,592,687,213,139,476,321,168,480,511,197,124,488,241,2405,54,2768,1796,623,890,1575,682,464,385,839,2474,1076,175,559,2089,788
313,2020/12/13 21:59:59+00,,1,0,85,26,116,14,5,1304,15,238,2,1,14,13,101,0,4,218,197,1294,13,3645,0,97,11,159,44,444,1053,568,1597,1199,22,107,91,504,239,1129,1563,681,297,600,691,213,140,478,325,168,482,515,199,124,497,243,2423,54,2780,1809,629,895,1582,691,468,386,843,2486,1083,178,566,2099,789
314,2020/12/14 21:59:59+00,,1,0,85,26,116,14,5,1316,15,240,2,1,14,13,104,0,4,222,204,1302,13,3708,0,97,11,160,44,447,1065,574,1619,1205,22,107,93,509,241,1140,1575,686,298,604,698,214,143,481,328,170,488,521,200,126,509,247,2443,54,2792,1822,641,901,1611,695,472,389,850,2495,1094,182,570,2117,800
315,2020/12/15 21:59:59+00,,1,0,85,26,116,14,5,1336,15,241,2,1,14,13,105,0,4,238,209,1317,13,3765,0,97,11,165,43,450,1077,583,1645,1213,22,108,95,514,248,1153,1590,690,304,612,713,219,144,492,335,172,501,531,206,127,529,249,2469,54,2825,1846,654,914,1640,713,482,395,852,2526,1111,189,577,2139,812
316,2020/12/16 21:59:59+00,,1,0,85,26,117,15,5,1344,16,242,2,1,14,13,107,0,3,250,214,1325,13,3809,0,98,11,170,43,453,1084,588,1665,1217,22,110,96,519,251,1166,1594,693,307,620,724,216,146,495,339,174,504,537,207,128,535,252,2488,55,2844,1867,659,928,1657,716,485,399,856,2539,1116,193,584,2155,818
317,2020/12/17 21:59:59+00,,1,0,85,26,117,15,7,1362,16,244,2,1,15,13,108,0,4,260,218,1341,13,3870,0,99,11,174,43,459,1097,601,1690,1220,23,111,98,522,254,1170,1609,699,311,631,738,219,149,503,341,179,515,553,209,130,560,254,2509,56,2866,1881,666,933,1683,732,493,403,862,2552,1136,196,599,2170,834
318,2020/12/18 21:59:59+00,,1,0,85,26,119,15,7,1371,17,244,2,1,16,13,110,0,4,264,222,1349,13,3923,0,100,11,177,44,463,1102,608,1702,1223,23,114,100,525,255,1177,1619,707,312,637,745,226,154,514,346,180,526,561,209,132,567,258,2523,56,2881,1905,673,941,1723,741,502,409,874,2557,1145,198,605,2180,841
319,2020/12/19 21:59:59+00,,1,0,85,26,119,15,7,1380,17,244,2,1,16,13,110,0,4,265,226,1354,13,3942,0,102,11,179,45,470,1106,613,1719,1226,23,114,101,526,257,1184,1624,708,313,642,747,228,156,519,350,183,531,572,213,132,577,262,2532,56,2903,1919,676,946,1732,745,501,412,874,2568,1152,201,609,2191,853
320,2020/12/20 21:59:59+00,,1,0,85,26,120,15,7,1389,17,244,2,1,18,13,110,0,4,270,227,1370,13,4009,0,102,11,181,46,474,1115,618,1739,1233,23,114,101,533,258,1192,1629,710,318,649,762,230,156,527,359,183,534,581,214,131,591,265,2542,56,2920,1941,681,952,1749,760,506,413,883,2582,1161,203,614,2213,863
321,2020/12/21 21:59:59+00,,1,0,85,26,123,15,7,1396,17,244,2,1,20,13,110,0,4,275,231,1395,13,4065,1,102,11,187,46,482,1120,630,1762,1246,25,116,102,544,259,1209,1639,710,322,660,775,232,159,537,358,185,538,589,217,131,604,274,2556,56,2950,1966,687,965,1773,772,512,417,901,2603,1171,205,625,2237,875
322,2020/12/22 21:59:59+00,,1,0,87,26,124,15,7,1412,18,244,2,1,20,14,114,0,4,281,237,1411,13,4144,1,103,11,190,46,491,1135,642,1787,1249,25,117,104,553,266,1222,1660,714,326,670,785,235,160,552,376,190,554,600,223,134,622,278,2583,59,2984,2005,703,978,1808,788,519,421,909,2621,1185,208,634,2264,889
323,2020/12/23 21:59:59+00,,1,0,87,26,126,15,7,1423,18,244,2,1,19,14,114,0,4,282,242,1435,13,4180,1,103,11,193,46,492,1141,652,1803,1253,25,117,104,556,271,1231,1667,717,328,674,795,239,161,559,376,195,559,607,229,135,632,281,2605,59,2999,2030,713,982,1819,797,524,423,913,2632,1193,209,638,2279,899
324,2020/12/24 21:59:59+00,,1,0,87,27,126,15,7,1435,18,244,3,1,19,14,114,0,4,286,247,1446,13,4217,1,103,11,198,47,496,1147,656,1815,1262,25,117,107,559,272,1248,1677,718,331,681,800,241,163,567,377,195,562,610,230,137,642,289,2626,61,3042,2061,723,990,1840,810,533,425,922,2659,1202,211,645,2304,910
325,2020/12/25 21:59:59+00,,1,0,87,27,126,15,7,1442,18,245,3,1,19,14,115,0,4,294,249,1458,13,4241,1,103,11,203,47,502,1150,659,1829,1265,25,118,107,561,274,1253,1679,718,331,684,803,241,164,572,381,196,563,616,231,137,652,294,2639,61,3048,2070,729,994,1850,817,533,428,927,2667,1205,211,652,2316,926
326,2020/12/26 21:59:59+00,,1,0,87,27,127,15,7,1463,18,245,3,1,19,14,115,0,4,295,253,1472,13,4288,1,103,11,205,47,505,1156,660,1848,1268,25,118,110,562,278,1264,1702,725,335,689,809,241,164,578,383,197,567,623,232,137,658,295,2658,62,3088,2084,741,999,1864,825,542,432,940,2683,1209,213,661,2333,934
327,2020/12/27 21:59:59+00,,1,0,87,27,127,15,7,1465,18,245,3,1,20,14,115,0,4,296,253,1485,13,4318,1,103,11,206,47,506,1162,668,1856,1274,25,118,110,564,278,1269,1709,726,336,692,813,243,166,582,385,197,572,623,234,137,663,295,2668,62,3101,2095,746,1005,1874,828,545,436,941,2692,1214,215,662,2339,937
328,2020/12/28 21:59:59+00,,1,0,87,28,128,15,7,1481,18,246,3,1,20,14,116,0,4,304,256,1506,13,4382,1,103,11,209,47,510,1166,669,1876,1277,25,120,111,572,282,1279,1724,728,339,698,820,244,170,594,395,198,586,639,236,137,675,303,2690,63,3133,2119,754,1019,1896,837,550,440,951,2713,1231,218,666,2360,953
329,2020/12/29 21:59:59+00,,1,0,89,29,129,15,7,1499,19,248,3,1,20,15,120,0,4,306,262,1530,13,4458,1,103,11,214,50,514,1172,675,1896,1278,25,120,112,576,283,1288,1743,736,346,717,835,247,174,615,401,198,595,651,238,138,691,313,2726,64,3178,2151,762,1029,1941,861,562,450,955,2749,1252,218,670,2391,972
330,2020/12/30 21:59:59+00,,2,0,90,29,129,15,7,1509,19,250,3,1,27,15,121,0,4,310,263,1554,13,4528,1,103,11,215,52,521,1182,681,1914,1284,25,122,113,584,285,1300,1751,738,349,730,845,252,176,617,402,200,609,661,241,139,701,316,2745,69,3209,2177,770,1046,1964,881,566,451,963,2776,1265,221,674,2426,987
331,2020/12/31 21:59:59+00,,2,0,92,29,129,15,9,1518,19,250,3,1,30,15,122,0,4,310,265,1564,13,4565,1,105,11,217,52,525,1194,686,1925,1290,25,125,116,587,289,1309,1762,742,350,747,853,252,178,623,411,201,615,668,242,139,708,320,2764,74,3236,2197,772,1057,1979,887,575,455,971,2793,1274,223,680,2441,995
332,2021/01/01 21:59:59+00,,2,0,92,36,129,15,9,1532,19,252,3,1,30,15,122,0,4,318,267,1579,13,4617,1,105,11,220,52,528,1215,689,1953,1291,25,126,117,590,290,1314,1770,748,355,765,864,254,182,631,412,204,625,673,248,139,721,324,2794,74,3266,2233,781,1071,2015,903,584,457,980,2824,1288,226,685,2456,1010
333,2021/01/02 21:59:59+00,,2,0,93,37,129,15,9,1548,19,254,3,1,30,15,124,0,4,318,271,1603,13,4663,1,105,11,226,52,530,1232,695,1974,1293,25,127,117,594,290,1318,1781,750,358,769,871,257,182,638,417,205,628,677,254,139,727,330,2816,74,3280,2260,792,1078,2031,908,589,461,986,2851,1294,229,690,2470,1015
334,2021/01/03 21:59:59+00,,2,0,94,36,129,15,8,1554,19,254,3,1,32,15,124,0,4,320,271,1618,13,4715,1,105,11,234,52,533,1245,700,1986,1293,25,127,117,599,292,1324,1794,754,365,773,884,258,183,645,427,207,638,687,254,139,739,335,2832,74,3301,2280,793,1084,2050,923,592,462,991,2877,1301,232,695,2479,1025
335,2021/01/04 21:59:59+00,,2,0,95,36,129,15,8,1577,20,258,3,1,32,15,129,0,4,327,275,1648,14,4819,1,105,11,237,52,538,1264,703,2004,1305,25,127,118,608,296,1345,1818,762,378,786,898,263,186,650,438,207,644,704,256,139,749,341,2865,75,3354,2316,796,1100,2074,942,599,471,997,2904,1313,235,704,2522,1046
336,2021/01/05 21:59:59+00,,3,0,95,36,129,16,8,1594,20,259,5,1,32,15,129,0,4,331,275,1664,16,4886,1,105,11,238,53,543,1271,710,2027,1309,25,128,120,620,296,1366,1830,770,386,799,905,265,188,657,444,211,658,710,260,140,753,347,2887,75,3386,2342,803,1112,2096,951,608,477,1005,2948,1320,238,709,2549,1059
337,2021/01/06 21:59:59+00,,3,0,96,36,129,16,8,1607,20,260,5,1,32,15,130,0,4,356,279,1695,17,4957,1,107,11,243,55,546,1288,724,2042,1311,25,132,120,627,298,1387,1850,773,395,813,924,271,190,665,448,212,663,714,260,139,763,357,2904,75,3408,2379,809,1132,2133,970,617,479,1013,2992,1338,238,718,2572,1086
338,2021/01/07 21:59:59+00,,2,0,97,37,129,16,8,1631,20,260,5,1,32,14,131,0,4,363,282,1733,17,5051,1,108,11,247,54,551,1314,735,2066,1316,25,133,124,641,307,1400,1865,789,406,831,951,275,195,674,464,215,670,726,261,139,784,370,2940,75,3465,2426,822,1156,2187,993,618,484,1022,3025,1362,242,738,2604,1112
339,2021/01/08 21:59:59+00,,2,0,97,37,130,16,8,1646,20,261,5,1,32,14,132,0,4,365,284,1756,17,5112,1,110,11,258,56,552,1324,740,2090,1319,25,137,125,650,310,1417,1886,795,417,839,960,284,198,676,469,218,677,729,262,142,799,377,2949,75,3489,2452,837,1169,2223,1007,625,488,1036,3057,1386,246,742,2626,1128
340,2021/01/09 21:59:59+00,,0,0,95,32,130,3,4,1663,2,261,1,0,29,1,132,0,0,372,286,1768,13,5196,1,111,11,261,56,557,1334,742,2106,1320,25,138,125,656,310,1426,1891,804,422,844,976,286,199,683,474,219,682,736,263,140,805,382,2972,75,3513,2478,846,1173,2246,1016,627,492,1041,3079,1397,247,748,2644,1138
341,2021/01/10 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2021/01/11 21:59:59+00,,0,0,99,37,130,16,8,1702,20,262,5,1,34,1,133,0,0,375,290,1795,13,5319,1,112,11,264,58,569,1354,762,2142,1325,25,138,127,664,315,1455,1922,811,430,863,993,288,207,694,490,221,693,751,265,142,823,389,3032,76,3587,2519,854,1187,2280,1044,635,497,1052,3127,1418,248,760,2684,1157
343,2021/01/12 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2021/01/13 21:59:59+00,,2,0,100,37,132,16,8,1748,20,266,6,1,35,14,137,0,5,393,298,1851,20,5476,1,113,11,271,59,579,1381,775,2200,1348,25,142,135,679,322,1474,1970,826,445,900,1022,293,219,727,506,227,714,764,273,145,850,408,3094,77,3681,2602,871,1226,2344,1093,644,506,1058,3190,1455,255,781,2741,1188
345,2021/01/14 21:59:59+00,,2,0,104,38,133,16,9,1796,20,269,6,1,37,14,140,0,5,399,299,1884,20,5655,1,114,11,274,60,587,1406,783,2231,1359,25,145,141,692,326,1497,2008,843,460,925,1047,297,223,747,520,229,728,779,277,149,865,416,3141,77,3739,2663,887,1253,2396,1113,651,508,1070,3238,1477,258,796,2786,1207
346,2021/01/15 21:59:59+00,,2,0,105,38,134,16,9,1818,19,271,5,1,38,14,142,0,5,406,308,1919,20,5754,1,115,11,279,61,591,1431,791,2262,1370,25,147,146,709,326,1521,2030,847,464,934,1058,298,225,752,529,231,732,791,281,151,881,417,3163,77,3771,2689,893,1268,2420,1130,658,519,1081,3269,1496,259,801,2806,1218
