FID,Date,Notes,Zip_76574,Zip_78605,Zip_78610,Zip_78612,Zip_78613,Zip_78615,Zip_78616,Zip_78617,Zip_78620,Zip_78621,Zip_78626,Zip_78628,Zip_78634,Zip_78640,Zip_78641,Zip_78642,Zip_78644,Zip_78645,Zip_78652,Zip_78653,Zip_78654,Zip_78660,Zip_78663,Zip_78664,Zip_78665,Zip_78669,Zip_78681,Zip_78701,Zip_78702,Zip_78703,Zip_78704,Zip_78705,Zip_78712,Zip_78717,Zip_78719,Zip_78721,Zip_78722,Zip_78723,Zip_78724,Zip_78725,Zip_78726,Zip_78727,Zip_78728,Zip_78729,Zip_78730,Zip_78731,Zip_78732,Zip_78733,Zip_78734,Zip_78735,Zip_78736,Zip_78737,Zip_78738,Zip_78739,Zip_78741,Zip_78742,Zip_78744,Zip_78745,Zip_78746,Zip_78747,Zip_78748,Zip_78749,Zip_78750,Zip_78751,Zip_78752,Zip_78753,Zip_78754,Zip_78756,Zip_78757,Zip_78758,Zip_78759
583,2021/10/28 21:59:59+00,,6,0,216,69,196,40,25,3722,42,446,10,8,71,29,248,2,8,1044,749,3928,41,11930,1,188,25,657,117,1100,2837,1439,4232,2747,66,241,319,1366,580,2908,3844,1845,1000,2072,2245,490,522,1596,1192,492,1615,1616,609,245,2033,1108,5822,132,7045,5313,1859,2600,4742,2286,1379,1016,1980,5997,3063,531,1614,5225,2501
584,2021/10/29 21:59:59+00,,6,0,216,69,196,40,25,3723,42,446,10,8,71,29,248,2,8,1045,753,3933,41,11945,1,188,25,659,117,1100,2841,1440,4239,2749,66,243,319,1367,582,2911,3847,1846,1000,2078,2250,492,522,1600,1191,492,1620,1618,612,245,2034,1109,5829,131,7056,5325,1861,2602,4749,2289,1379,1016,1980,6007,3067,531,1615,5230,2505
585,2021/10/30 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,2021/10/31 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,2021/11/01 21:59:59+00,,6,0,217,69,196,40,25,3723,42,446,10,8,71,30,248,2,8,1045,753,3937,41,11959,1,190,25,659,117,1101,2843,1442,4240,2749,66,243,319,1368,582,2912,3849,1846,1003,2079,2254,493,522,1600,1192,493,1624,1617,612,245,2034,1111,5835,131,7059,5329,1862,2604,4753,2292,1380,1016,1981,6010,3071,530,1617,5230,2508
588,2021/11/02 21:59:59+00,,6,0,217,69,196,40,25,3729,42,446,10,8,71,30,248,2,8,1047,758,3941,41,11992,1,190,25,661,117,1103,2854,1444,4244,2752,66,244,319,1372,584,2921,3858,1847,1005,2086,2261,495,522,1606,1195,493,1629,1619,614,245,2040,1112,5851,131,7085,5343,1866,2609,4762,2299,1381,1016,1983,6026,3074,530,1619,5236,2515
589,2021/11/03 21:59:59+00,,6,0,217,69,196,40,25,3731,43,446,10,8,71,31,248,2,8,1047,758,3942,41,11996,1,190,25,661,117,1103,2856,1445,4248,2751,66,244,319,1372,584,2921,3859,1847,1005,2088,2265,495,522,1609,1196,494,1631,1619,614,245,2045,1113,5851,131,7096,5347,1869,2610,4764,2301,1382,1016,1983,6027,3076,530,1622,5238,2520
590,2021/11/04 21:59:59+00,,6,0,216,69,197,40,25,3733,43,447,10,8,71,31,249,2,8,1050,761,3944,41,12008,1,190,25,663,117,1101,2867,1446,4250,2752,66,244,319,1373,584,2922,3859,1848,1006,2091,2266,495,522,1609,1197,494,1632,1620,614,245,2047,1117,5855,131,7101,5354,1873,2610,4769,2306,1386,1018,1984,6032,3077,534,1621,5250,2521
591,2021/11/05 21:59:59+00,,6,0,216,69,199,40,25,3735,43,447,10,8,71,31,249,2,8,1050,761,3949,41,12015,1,190,25,663,117,1102,2870,1447,4254,2755,66,244,319,1374,585,2925,3860,1848,1006,2091,2268,495,522,1610,1197,494,1632,1620,616,246,2050,1118,5856,131,7100,5357,1874,2611,4774,2307,1388,1018,1984,6034,3080,535,1622,5254,2523
592,2021/11/06 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,2021/11/07 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,2021/11/08 21:59:59+00,,6,0,216,69,200,40,25,3735,43,447,10,8,71,31,249,2,8,1053,761,3951,41,12022,1,190,25,667,117,1104,2873,1450,4260,2759,66,244,319,1375,585,2929,3860,1848,1007,2097,2270,498,522,1611,1198,494,1634,1623,618,246,2055,1118,5862,131,7106,5360,1878,2612,4775,2311,1389,1021,1986,6037,3082,537,1622,5255,2526
595,2021/11/09 21:59:59+00,,6,0,216,70,200,40,25,3739,43,447,10,8,71,31,250,2,8,1054,763,3962,42,12052,1,191,25,669,117,1107,2879,1453,4269,2763,66,244,319,1379,589,2933,3868,1854,1008,2103,2275,498,522,1613,1198,495,1635,1634,622,246,2063,1122,5869,131,7114,5371,1883,2614,4785,2320,1398,1026,1988,6050,3087,538,1628,5260,2533
596,2021/11/10 21:59:59+00,,6,0,216,70,201,40,25,3741,43,448,10,8,71,31,250,3,8,1055,763,3969,42,12056,1,191,25,669,117,1108,2882,1453,4274,2763,66,244,319,1382,590,2934,3872,1857,1008,2107,2279,498,522,1613,1198,495,1638,1634,622,247,2071,1124,5873,131,7117,5379,1883,2616,4789,2329,1400,1028,1988,6053,3089,539,1629,5264,2533
597,2021/11/11 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,2021/11/12 21:59:59+00,,6,0,216,70,201,40,25,3743,43,448,10,8,71,31,250,3,8,1055,764,3975,42,12062,1,191,25,670,117,1108,2887,1454,4280,2764,66,244,319,1384,590,2936,3872,1857,1010,2111,2278,499,524,1614,1199,495,1639,1635,623,247,2075,1124,5876,131,7125,5386,1886,2616,4793,2332,1400,1029,1988,6058,3094,539,1631,5266,2534
599,2021/11/13 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,2021/11/14 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,2021/11/15 21:59:59+00,,6,0,216,70,201,40,26,3749,43,448,10,8,71,31,250,3,8,1060,764,3982,42,12087,1,191,25,670,117,1110,2896,1459,4286,2765,67,246,319,1388,591,2939,3875,1859,1012,2122,2288,500,524,1618,1199,495,1643,1637,623,247,2079,1131,5882,131,7129,5395,1891,2620,4807,2345,1401,1031,1989,6065,3093,540,1638,5273,2535
602,2021/11/16 21:59:59+00,,6,0,216,70,201,40,26,3752,43,448,10,8,71,31,250,3,8,1060,765,3990,42,12109,1,191,25,671,117,1111,2899,1460,4298,2768,67,246,319,1392,591,2945,3879,1860,1014,2124,2291,500,527,1620,1200,495,1647,1639,625,247,2083,1138,5888,131,7133,5409,1898,2628,4819,2354,1405,1035,1992,6068,3095,543,1641,5281,2541
603,2021/11/17 21:59:59+00,,6,0,216,70,203,40,26,3755,43,448,10,8,71,31,250,3,8,1060,766,3997,42,12116,1,191,25,673,117,1112,2904,1462,4309,2768,67,247,319,1392,593,2948,3884,1861,1015,2127,2294,500,527,1622,1200,496,1650,1641,627,247,2089,1151,5892,132,7135,5415,1901,2631,4831,2362,1405,1037,1992,6074,3095,543,1641,5284,2548
604,2021/11/18 21:59:59+00,,7,0,216,70,203,40,26,3756,43,450,10,8,71,31,250,3,8,1060,767,4000,42,12127,1,191,25,675,117,1114,2905,1464,4311,2769,67,249,319,1393,595,2949,3887,1861,1014,2131,2297,500,527,1624,1201,497,1651,1644,627,247,2090,1153,5897,132,7138,5426,1904,2633,4842,2364,1407,1038,1992,6078,3094,543,1643,5286,2550
605,2021/11/19 21:59:59+00,,7,0,216,70,206,40,26,3757,43,451,10,8,71,32,251,3,8,1060,767,4004,42,12136,1,191,25,675,117,1114,2907,1466,4311,2772,68,249,319,1395,595,2952,3888,1861,1016,2130,2298,500,527,1625,1203,497,1652,1647,628,247,2094,1155,5897,132,7139,5434,1910,2633,4847,2369,1407,1039,1994,6080,3095,545,1647,5288,2553
606,2021/11/20 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,2021/11/21 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,2021/11/22 21:59:59+00,,7,0,216,70,206,40,26,3759,43,451,10,8,71,32,252,3,8,1060,767,4006,42,12148,1,192,25,676,117,1116,2911,1468,4315,2774,68,250,319,1395,596,2953,3890,1863,1016,2134,2299,502,527,1626,1203,497,1655,1648,629,247,2097,1155,5904,132,7144,5437,1913,2633,4854,2370,1409,1041,1995,6085,3095,545,1648,5295,2556
609,2021/11/23 21:59:59+00,,7,0,216,70,208,40,26,3763,44,452,10,8,72,32,252,3,8,1061,769,4010,42,12164,1,192,25,677,117,1116,2917,1472,4324,2779,68,250,319,1399,597,2957,3895,1865,1020,2140,2311,503,527,1628,1206,497,1658,1649,632,248,2102,1162,5913,132,7147,5441,1919,2637,4867,2378,1413,1044,1997,6092,3101,546,1649,5308,2560
610,2021/11/24 21:59:59+00,,7,0,216,70,210,40,26,3764,44,452,10,8,72,34,253,3,8,1062,769,4015,43,12182,1,192,25,677,117,1119,2918,1473,4333,2787,68,251,319,1399,597,2963,3898,1865,1020,2147,2312,503,527,1628,1207,497,1660,1651,632,251,2104,1164,5918,132,7151,5444,1926,2639,4875,2383,1414,1048,1998,6093,3102,549,1656,5310,2564
611,2021/11/25 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,2021/11/26 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,2021/11/27 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,2021/11/28 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,2021/11/29 21:59:59+00,,7,0,216,71,212,40,26,3765,44,455,10,8,72,34,253,3,8,1063,769,4018,43,12193,1,192,25,677,117,1120,2921,1476,4337,2788,68,251,319,1400,598,2963,3900,1866,1025,2149,2312,506,527,1629,1207,497,1663,1654,632,251,2105,1164,5921,132,7155,5447,1929,2641,4882,2388,1415,1051,1998,6095,3104,553,1657,5311,2567
616,2021/11/30 21:59:59+00,,7,0,216,71,213,41,26,3768,47,456,10,8,72,35,255,3,8,1067,769,4027,43,12240,1,192,25,680,117,1124,2931,1482,4358,2789,68,251,319,1402,598,2971,3908,1869,1028,2158,2319,506,530,1630,1216,504,1667,1662,638,252,2112,1171,5942,132,7167,5465,1934,2644,4893,2403,1416,1053,2002,6103,3109,554,1662,5326,2582
617,2021/12/01 21:59:59+00,,7,0,216,71,213,41,26,3771,45,455,10,8,72,35,256,3,8,1067,773,4032,43,12258,1,193,25,680,118,1124,2930,1483,4364,2791,68,252,319,1404,598,2974,3912,1871,1031,2163,2322,506,531,1635,1220,504,1674,1667,642,252,2118,1176,5947,132,7177,5478,1936,2647,4910,2409,1420,1054,2002,6112,3111,554,1663,5330,2583
618,2021/12/02 21:59:59+00,,7,0,216,71,214,41,26,3775,45,455,10,8,73,35,259,3,8,1067,773,4036,43,12272,1,193,25,681,118,1124,2932,1485,4369,2794,69,251,319,1404,598,2976,3914,1872,1031,2167,2325,506,531,1637,1226,504,1675,1669,646,253,2121,1179,5950,132,7180,5484,1937,2649,4916,2415,1422,1056,2002,6116,3115,554,1663,5337,2585
619,2021/12/03 21:59:59+00,,7,0,216,71,214,41,26,3776,46,455,10,8,73,35,259,3,8,1068,773,4038,43,12286,1,193,25,682,118,1124,2937,1490,4375,2794,69,251,319,1404,599,2978,3918,1874,1032,2168,2325,506,534,1640,1228,504,1677,1672,646,253,2126,1179,5954,132,7188,5487,1939,2649,4919,2423,1424,1058,2005,6118,3115,554,1666,5339,2584
620,2021/12/04 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,2021/12/05 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,2021/12/06 21:59:59+00,,7,0,216,71,214,41,26,3778,46,455,10,8,73,35,259,4,8,1069,772,4043,43,12310,1,194,25,685,118,1126,2942,1495,4385,2793,69,254,319,1405,599,2986,3925,1877,1035,2172,2330,507,535,1646,1233,505,1679,1677,650,254,2128,1180,5960,132,7199,5496,1941,2653,4928,2424,1427,1059,2006,6126,3120,557,1670,5349,2586
623,2021/12/07 21:59:59+00,,7,0,216,72,214,41,26,3779,46,456,10,8,73,36,260,4,8,1070,775,4061,43,12356,1,194,25,686,118,1131,2943,1501,4395,2797,69,254,320,1405,599,2992,3931,1877,1037,2184,2334,507,535,1649,1238,506,1684,1683,652,254,2131,1182,5973,132,7205,5514,1944,2657,4942,2432,1430,1062,2008,6132,3126,557,1675,5360,2594
624,2021/12/08 21:59:59+00,,7,0,216,72,215,41,26,3784,46,456,10,8,73,36,262,4,8,1072,779,4066,43,12382,1,194,25,689,118,1135,2950,1505,4399,2802,69,255,320,1405,600,2995,3932,1879,1039,2188,2340,512,535,1654,1241,506,1686,1687,656,255,2133,1185,5977,132,7213,5522,1945,2660,4956,2436,1434,1063,2009,6136,3126,557,1676,5367,2600
625,2021/12/09 21:59:59+00,,7,0,216,72,216,41,26,3787,46,456,10,8,73,36,262,4,8,1072,779,4074,43,12396,1,194,25,690,118,1137,2955,1506,4405,2809,69,255,320,1408,600,2997,3933,1882,1041,2192,2341,514,535,1657,1250,506,1686,1690,656,255,2135,1187,5983,132,7220,5530,1945,2662,4969,2439,1434,1065,2010,6146,3133,556,1677,5368,2603
626,2021/12/10 21:59:59+00,,7,0,216,72,216,41,26,3788,46,456,10,8,73,36,262,4,8,1074,779,4081,43,12406,1,194,25,691,118,1140,2960,1509,4412,2811,69,254,320,1410,602,3000,3935,1882,1045,2196,2344,515,536,1659,1252,507,1689,1694,659,256,2135,1188,5990,132,7230,5534,1946,2664,4976,2442,1435,1068,2011,6152,3138,558,1679,5371,2602
627,2021/12/11 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,2021/12/12 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,2021/12/13 21:59:59+00,,7,0,216,72,216,42,26,3788,46,457,10,8,73,37,263,4,8,1075,780,4086,43,12420,1,195,25,693,118,1147,2961,1514,4419,2813,69,254,320,1411,602,3004,3937,1882,1046,2200,2346,515,539,1660,1252,507,1694,1699,661,257,2135,1195,5996,132,7235,5543,1947,2670,4980,2447,1437,1068,2012,6157,3139,559,1685,5378,2606
630,2021/12/14 21:59:59+00,,8,0,216,72,216,42,26,3794,46,457,10,8,73,37,263,4,8,1077,781,4102,43,12468,1,195,25,697,118,1149,2973,1520,4433,2820,69,255,320,1417,602,3008,3941,1882,1048,2210,2358,515,545,1661,1256,508,1698,1705,663,258,2142,1206,6011,132,7248,5564,1954,2673,4994,2459,1438,1073,2017,6164,3140,563,1697,5387,2610
631,2021/12/15 21:59:59+00,,8,0,216,72,216,43,26,3793,46,457,10,8,73,38,266,4,8,1078,781,4107,43,12473,1,195,26,703,118,1150,2975,1521,4447,2825,69,255,320,1418,603,3011,3945,1883,1053,2214,2364,516,546,1661,1260,508,1700,1707,665,258,2148,1208,6017,133,7256,5568,1956,2675,5004,2464,1439,1074,2026,6168,3141,563,1699,5389,2609
633,2021/12/16 21:59:59+00,,8,0,216,73,216,43,26,3797,46,457,11,8,73,37,266,4,8,1080,782,4117,44,12490,1,196,26,709,118,1154,2983,1522,4466,2830,69,255,320,1420,605,3017,3949,1885,1056,2219,2368,518,547,1662,1262,513,1701,1711,671,258,2155,1209,6025,133,7265,5585,1959,2678,5011,2469,1442,1076,2030,6177,3145,562,1703,5404,2616
634,2021/12/17 21:59:59+00,,8,0,216,73,217,43,26,3803,46,457,11,8,73,37,267,4,8,1082,783,4127,44,12535,1,196,26,712,120,1161,2999,1530,4502,2837,69,257,322,1422,609,3027,3953,1888,1059,2227,2375,519,550,1670,1267,513,1705,1715,676,261,2162,1213,6045,133,7280,5602,1964,2680,5036,2482,1448,1080,2033,6183,3151,564,1713,5422,2628
635,2021/12/18 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,2021/12/19 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,2021/12/20 21:59:59+00,,8,0,216,73,218,43,26,3805,46,457,11,8,73,38,268,4,8,1084,782,4130,44,12552,1,196,26,713,120,1170,3019,1538,4530,2841,69,257,322,1424,614,3035,3958,1889,1062,2233,2377,521,552,1678,1271,516,1711,1721,677,262,2169,1215,6056,133,7294,5619,1975,2683,5049,2494,1450,1085,2037,6201,3157,565,1722,5437,2632
638,2021/12/21 21:59:59+00,,8,0,216,73,219,43,26,3812,46,457,11,8,75,38,269,4,8,1091,786,4139,45,12615,1,196,26,721,121,1187,3063,1564,4592,2877,69,256,322,1433,623,3062,3968,1902,1070,2250,2387,522,555,1694,1274,520,1720,1733,688,262,2181,1219,6105,133,7327,5664,1998,2689,5079,2509,1456,1110,2051,6229,3166,576,1749,5464,2650
639,2021/12/22 21:59:59+00,,8,0,216,73,219,43,26,3822,46,460,11,8,76,40,270,4,8,1102,790,4151,45,12658,1,198,26,724,121,1204,3086,1586,4634,2902,69,258,322,1440,629,3078,3978,1907,1075,2266,2394,527,562,1719,1277,524,1729,1743,695,265,2189,1235,6130,134,7357,5703,2018,2700,5110,2527,1468,1123,2059,6242,3178,578,1766,5488,2667
640,2021/12/23 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,2021/12/24 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,2021/12/25 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,2021/12/26 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,2021/12/27 21:59:59+00,,8,0,216,73,220,44,26,3822,46,460,11,8,76,39,271,4,8,1102,792,4153,45,12694,1,198,26,726,121,1203,3107,1597,4665,2916,69,259,322,1444,630,3086,3984,1912,1078,2277,2400,529,565,1728,1279,526,1734,1752,698,265,2203,1242,6149,134,7367,5722,2030,2714,5121,2534,1472,1142,2066,6263,3187,588,1779,5507,2686
645,2021/12/28 21:59:59+00,,8,0,217,73,222,44,26,3841,46,462,11,8,77,39,273,4,8,1108,794,4172,45,12778,1,200,26,729,122,1219,3144,1617,4720,2936,69,261,323,1460,638,3117,4006,1927,1089,2296,2412,532,566,1752,1287,531,1747,1766,710,269,2218,1252,6184,134,7398,5746,2045,2726,5150,2556,1487,1157,2082,6285,3202,589,1793,5530,2706
646,2021/12/29 21:59:59+00,,8,0,217,73,224,44,26,3856,47,462,11,8,77,39,273,4,8,1109,798,4188,45,12845,1,204,26,732,122,1239,3185,1650,4807,2973,68,262,323,1483,660,3162,4034,1942,1104,2322,2425,532,571,1779,1292,535,1757,1788,730,273,2233,1260,6232,135,7438,5796,2067,2747,5180,2584,1498,1176,2098,6304,3222,606,1812,5552,2727
647,2021/12/30 21:59:59+00,,8,0,218,73,225,44,26,3868,47,464,11,8,77,38,274,4,8,1110,802,4207,45,12909,1,205,26,736,122,1248,3212,1668,4860,2980,68,264,323,1497,664,3187,4056,1950,1110,2339,2448,534,577,1802,1301,540,1761,1801,734,274,2245,1272,6267,135,7473,5839,2087,2770,5222,2614,1502,1188,2110,6340,3242,617,1825,5587,2747
648,2021/12/31 21:59:59+00,,8,0,219,74,226,44,26,3881,47,469,11,8,78,38,274,4,8,1114,807,4215,46,12982,1,208,26,741,122,1265,3245,1692,4911,2996,68,264,325,1506,667,3212,4084,1965,1113,2355,2461,534,580,1817,1304,548,1774,1815,736,275,2249,1289,6299,137,7525,5881,2105,2779,5249,2641,1519,1204,2128,6366,3260,618,1840,5610,2765
649,2022/01/01 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,2022/01/02 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,2022/01/03 21:59:59+00,,8,0,219,74,226,44,26,3895,47,470,11,8,78,38,274,4,8,1120,816,4240,46,13067,1,209,26,748,122,1272,3278,1702,4967,3016,68,266,326,1517,675,3232,4110,1976,1126,2377,2477,536,587,1832,1316,552,1791,1833,744,277,2273,1304,6330,137,7576,5935,2129,2802,5310,2669,1539,1221,2140,6396,3281,627,1850,5637,2805
652,2022/01/04 21:59:59+00,,8,0,219,74,228,44,26,3910,47,472,11,8,81,38,275,4,8,1138,822,4272,46,13180,1,211,26,755,123,1280,3312,1733,5032,3030,68,266,327,1532,688,3267,4132,1979,1132,2393,2505,536,592,1855,1333,556,1815,1850,751,280,2296,1315,6378,137,7621,6003,2158,2823,5365,2697,1551,1243,2153,6428,3311,645,1874,5674,2829
653,2022/01/05 21:59:59+00,,8,0,219,74,228,44,26,3942,48,472,11,8,81,39,275,4,8,1142,833,4323,46,13304,1,213,28,761,124,1285,3343,1751,5075,3040,68,266,330,1545,695,3298,4158,1983,1147,2438,2534,542,601,1877,1349,560,1843,1866,753,280,2328,1329,6438,137,7692,6055,2176,2852,5428,2727,1564,1257,2172,6471,3337,656,1905,5725,2860
654,2022/01/06 21:59:59+00,,8,0,223,74,233,45,26,3963,52,478,11,8,84,40,278,4,8,1146,840,4373,46,13455,1,216,28,770,126,1294,3375,1779,5130,3051,68,266,331,1563,698,3342,4199,2001,1162,2464,2559,545,608,1897,1356,569,1860,1888,770,282,2351,1349,6496,138,7753,6124,2198,2877,5504,2757,1577,1269,2190,6508,3364,659,1927,5764,2885
655,2022/01/07 21:59:59+00,,8,0,223,74,234,45,26,3994,54,485,12,9,85,40,280,4,8,1149,847,4415,47,13534,1,216,28,771,128,1301,3407,1796,5183,3063,68,268,334,1589,714,3385,4245,2021,1170,2483,2580,546,610,1914,1366,575,1868,1914,782,283,2357,1361,6544,139,7803,6167,2214,2905,5547,2791,1597,1280,2214,6562,3383,664,1953,5815,2918
656,2022/01/08 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,2022/01/09 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,2022/01/10 21:59:59+00,,8,0,224,75,239,45,27,4035,59,493,13,9,86,41,285,4,8,1156,852,4457,47,13678,1,222,29,779,128,1315,3466,1821,5243,3083,68,272,345,1609,726,3444,4301,2039,1182,2514,2606,556,617,1950,1375,583,1880,1935,799,290,2371,1383,6612,140,7865,6241,2251,2958,5621,2830,1629,1311,2232,6628,3413,671,1989,5877,2954
659,2022/01/11 21:59:59+00,,8,0,224,76,244,45,28,4073,59,498,13,9,87,41,284,4,9,1159,858,4494,48,13783,1,222,29,787,128,1319,3496,1833,5313,3091,68,274,349,1634,735,3476,4344,2053,1194,2537,2620,562,625,1978,1385,590,1888,1954,810,302,2388,1395,6679,140,7931,6295,2270,2992,5676,2867,1644,1323,2247,6676,3445,680,2010,5925,2979
660,2022/01/12 21:59:59+00,,9,0,224,76,245,45,28,4098,60,499,13,10,87,42,291,4,9,1162,869,4541,49,13931,1,231,30,788,130,1322,3516,1841,5360,3105,68,278,354,1649,745,3514,4378,2078,1212,2557,2654,570,630,2007,1391,590,1890,1968,813,303,2393,1406,6715,140,7967,6349,2282,3002,5727,2889,1654,1335,2260,6722,3471,685,2034,5964,3009
661,2022/01/13 21:59:59+00,,9,0,225,76,246,45,28,4145,60,502,14,11,88,43,297,4,10,1168,877,4596,50,14033,1,235,30,787,130,1325,3539,1853,5381,3112,68,287,354,1655,746,3522,4401,2086,1227,2573,2691,571,634,2056,1414,593,1906,1989,825,317,2407,1453,6766,140,8048,6450,2295,3044,5855,2937,1690,1340,2273,6772,3509,690,2067,5983,3033
662,2022/01/14 21:59:59+00,,9,0,225,77,246,45,28,4174,60,504,14,10,89,43,298,5,10,1175,899,4635,52,14214,1,239,30,789,130,1334,3560,1864,5418,3112,69,287,356,1659,750,3549,4429,2109,1248,2601,2713,585,642,2106,1437,603,1916,2011,834,323,2421,1489,6800,141,8114,6509,2309,3082,5978,2984,1727,1352,2288,6853,3578,699,2108,6044,3097
663,2022/01/15 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,2022/01/16 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,2022/01/17 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,2022/01/18 21:59:59+00,,9,0,228,78,247,47,28,4272,62,509,14,14,93,44,333,6,12,1191,932,4731,53,14468,1,243,30,800,132,1357,3638,1908,5586,3142,69,294,359,1722,759,3641,4542,2150,1288,2649,2759,611,670,2187,1508,623,1989,2079,861,330,2456,1551,6956,143,8357,6752,2380,3181,6308,3138,1754,1383,2335,7003,3659,715,2182,6177,3165
667,2022/01/19 21:59:59+00,,9,0,229,78,255,47,28,4293,62,515,14,14,94,44,341,6,12,1197,940,4770,53,14588,1,244,30,803,135,1363,3670,1913,5612,3149,69,294,362,1731,765,3664,4565,2168,1310,2680,2787,622,677,2211,1525,636,2011,2091,870,336,2465,1572,6996,143,8402,6793,2402,3207,6371,3172,1758,1386,2346,7035,3689,714,2204,6205,3185
